FD1,FD2,FD3,FD4,FD5,FD6,FD7,FD8,FD9,FD10,FD11,FD12,FD13,FD14,FD15,FD16,FD17,FD18,FD19,FD20,FD21,FD22,FD23,FD24,FD25,FD26,FD27,ISIN,SM,FDD1,FDD2,FDD3,FDD4,FDD5,FDD6,FDD7,ISCHECK,JC,OLD,ISXT,FDAYS,ISTZ,BUREAU,AttenTion
HO1081,320,1234567,ZGHZ,1620,1805,ZHHH,1910,2145,ZYTL,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,52307,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1082,320,1234567,ZYTL,1930,2150,ZHHH,2250,0035,ZGHZ,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,52309,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1083,320,.2.....,ZSPD,1340,1855,ZWWW,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52311,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1084,320,.2.....,ZWWW,1955,0050,ZSPD,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52314,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1085,320,1234567,ZSSS,0655,0945,ZUMT,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52315,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1086,320,1234567,ZUMT,1030,1250,ZSSS,,,,,,,,,,,0,,国内,0,0331,1026,52316,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1089,320,.2.4.67,ZSPD,1345,1545,ZHCC,1645,1855,ZBYZ,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,77126,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1090,320,......7,ZBYZ,1940,2140,ZHCC,2240,0030,ZSPD,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,52319,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1090,320,.2.4.6.,ZBYZ,1940,2140,ZHCC,2240,0030,ZSPD,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,77128,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1093,320,1234567,ZSPD,2030,2355,ZPPP,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52321,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1094,320,1234567,ZPPP,0725,1030,ZSSS,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52322,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1095,320,1234567,ZSSS,0715,1000,ZUBJ,1045,1140,ZPPP,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,52323,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1096,320,1234567,ZPPP,1245,1350,ZUBJ,1435,1710,ZSSS,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,52325,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1097,320,.2.....,ZSSS,1000,1300,ZUUU,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,67940,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1097,320,1......,ZSSS,1000,1255,ZUUU,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,74622,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1097,320,..3.5..,ZSSS,1000,1300,ZUUU,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,77929,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1097,320,.....6.,ZSSS,1000,1300,ZUUU,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,77928,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1097,320,......7,ZSSS,1000,1255,ZUUU,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,77926,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1097,320,...4...,ZSSS,1000,1300,ZUUU,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,77935,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1098,320,.2.....,ZUUU,1400,1650,ZSSS,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,75827,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1098,320,..3.5.7,ZUUU,1415,1650,ZSSS,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,75824,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1098,320,...4...,ZUUU,1400,1650,ZSSS,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,75830,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1098,320,1......,ZUUU,1415,1650,ZSSS,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,75834,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1098,320,.....6.,ZUUU,1400,1650,ZSSS,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,75831,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1099,320,1.....7,ZSPD,1555,1925,ZPPP,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,79503,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1099,320,.2...6.,ZSPD,1600,1925,ZPPP,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,79504,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1100,320,12...67,ZPPP,2025,2340,ZSPD,,,,,,,,,,,0,,国内,0,0331,1026,90952,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1101,320,1.3.5.7,ZSPD,0735,1055,ZLLL,1145,1240,ZLJC,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,52331,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1102,320,..3.5.7,ZLJC,1330,1420,ZLLL,1510,1755,ZSPD,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,52333,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1102,320,1......,ZLJC,1330,1420,ZLLL,1510,1755,ZSPD,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,66803,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1103,320,.2.4.6.,ZSPD,0735,1050,ZLLL,1140,1240,ZLZY,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,52335,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1104,320,.2.4...,ZLZY,1325,1420,ZLLL,1510,1755,ZSPD,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,79521,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1104,320,.....6.,ZLZY,1325,1420,ZLLL,1510,1800,ZSPD,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,79523,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1105,320,1234567,ZSPD,0635,0830,ZSAM,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52339,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1106,320,1234567,ZSAM,2300,0100,ZSPD,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52340,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1107,320,...4..7,ZSPD,0800,0940,ZSFZ,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,79236,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1107,320,..3....,ZSPD,0645,0840,ZSFZ,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,79239,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1108,320,..34..7,ZSFZ,1030,1205,ZSPD,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,79242,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1109,320,1...5..,ZSPD,0830,1020,ZSSM,,,,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,52346,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1109,320,..3...7,ZSPD,0850,1045,ZSSM,,,,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,52345,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1110,320,1...5..,ZSSM,1105,1240,ZSPD,,,,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,52348,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1110,320,......7,ZSSM,1630,1805,ZSPD,,,,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,52347,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1110,320,..3....,ZSSM,1630,1810,ZSPD,,,,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,66734,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1111,320,1234567,ZSSS,0735,1000,ZGSZ,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52349,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1112,789,1234567,ZGSZ,1115,1325,ZSSS,,,,,,,,,,,0,或321/320执行,国内,0,0331,1026,78496,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1113,320,....5.7,ZSSS,1325,1440,ZSJH,1525,1805,ZLLL,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,52351,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1113,320,1.3....,ZSSS,1325,1440,ZSJH,1525,1805,ZLLL,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,66840,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1114,320,....5.7,ZLLL,1855,2125,ZSJH,2215,2350,ZSSS,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,52353,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1114,320,1.3....,ZLLL,1855,2125,ZSJH,2215,2350,ZSSS,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,66842,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1115,320,....5..,ZSSS,1335,1510,ZSQD,,,,,,,,,,,0,,国内,0,0331,1026,52356,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1115,320,1234.67,ZSPD,1340,1510,ZSQD,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52355,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1116,320,1234567,ZSQD,2335,0115,ZSPD,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52357,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1117,320,1234567,ZSPD,1805,2015,ZSDY,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52358,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1118,320,1234567,ZSDY,2105,2310,ZSPD,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52359,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1119,789,1234567,ZSSS,0800,1055,ZUUU,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52360,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1120,320,1234567,ZUUU,1215,1505,ZSSS,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52361,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1121,320,1234567,ZSSS,1455,1810,ZPPP,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52362,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1122,320,1234567,ZPPP,1910,2220,ZSSS,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52363,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1123,320,1234567,ZSSS,0715,0910,ZGHA,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52364,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1124,320,.2.4.6.,ZGHA,1015,1200,ZSSS,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52365,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1124,320,1.3.5.7,ZGHA,1010,1200,ZSSS,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,75303,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1125,320,1234567,ZSSS,1440,1640,ZGHA,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52366,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1126,320,1234567,ZGHA,1740,1925,ZSSS,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52367,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1127,320,1234567,ZSPD,1700,2010,ZJSY,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52368,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1128,320,1234567,ZJSY,2100,0025,ZSPD,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52369,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1129,320,1234567,ZSSS,1210,1525,ZJSY,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52370,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1130,320,1234567,ZJSY,1640,1945,ZSSS,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52371,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1131,320,1234567,ZSSS,0640,0915,ZBYN,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52372,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1132,320,1234567,ZBYN,1015,1225,ZSSS,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52373,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1133,320,1234567,ZSSS,1815,2035,ZBYN,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52374,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1134,320,1234567,ZBYN,2125,2340,ZSSS,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52375,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1135,320,1234567,ZSPD,0740,1010,ZBTJ,1110,1300,ZYBS,,,,,,,,0,或321/787执行,国内,0,0331,1026,52376,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1136,320,1234567,ZYBS,1345,1540,ZBTJ,1650,1900,ZSPD,,,,,,,,0,或321/787执行,国内,0,0331,1026,52378,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1139,320,1234567,ZSPD,0805,1020,ZBCZ,,,,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,52380,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1140,320,1234567,ZBCZ,1105,1310,ZSPD,,,,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,52381,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1141,320,1234567,ZUGY,1125,1310,ZGHZ,,,,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,52382,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1142,320,1234567,ZGHZ,1355,1545,ZUGY,,,,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,52383,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1143,320,1234567,ZSSS,1755,2030,ZUGY,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52384,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1144,320,1234567,ZUGY,2120,2355,ZSSS,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52385,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1145,320,....5.7,ZSPD,1925,2115,ZSLO,,,,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,52386,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1145,320,.2.4...,ZSPD,1925,2115,ZSLO,,,,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,67370,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1146,320,....5.7,ZSLO,2200,2340,ZSPD,,,,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,52387,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1146,320,.2.4...,ZSLO,2200,2340,ZSPD,,,,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,67371,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1147,320,1..4...,ZSPD,1340,1615,ZGKL,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,78010,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1147,320,.2....7,ZSSS,1500,1800,ZGKL,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,78008,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1147,320,..3.5..,ZSPD,1555,1840,ZGKL,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,78014,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1147,320,.....6.,ZSPD,1250,1530,ZGKL,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,78015,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1148,320,.2....7,ZGKL,1850,2125,ZSSS,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,78017,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1148,320,1......,ZGKL,1705,1925,ZSPD,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,79357,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1148,320,.....6.,ZGKL,1630,1900,ZSPD,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,78022,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1148,320,...4...,ZGKL,1830,2100,ZSPD,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,79355,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1148,320,..3.5..,ZGKL,2020,2255,ZSPD,,,,,,,,,,,0,,国内,0,0331,1026,90953,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1149,320,1234567,ZYHB,0725,1035,ZSWX,1125,1345,ZGHZ,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,52394,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1150,320,1234567,ZGHZ,1430,1640,ZSWX,1730,2015,ZYHB,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,52396,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1151,320,1234567,ZSSS,2045,2315,ZGSZ,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52398,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1152,320,1234567,ZGSZ,0750,1000,ZSSS,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52399,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1153,320,......7,ZSPD,0755,1030,ZGKL,,,,,,,,,,,0,,国内,0,0331,1026,52401,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1153,320,..3....,ZSPD,1400,1640,ZGKL,,,,,,,,,,,0,,国内,0,0331,1026,78506,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1154,320,......7,ZGKL,1120,1345,ZSPD,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,78027,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1154,320,..3....,ZGKL,1730,1955,ZSPD,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,78509,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1155,320,1234567,ZSSS,1640,1910,ZGSZ,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52404,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1156,320,1234567,ZGSZ,2035,2245,ZSSS,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52405,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1157,320,1234567,ZSSS,0750,1010,ZGSD,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52406,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1158,320,....5..,ZGSD,1100,1330,ZSSS,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52407,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1158,320,..3...7,ZGSD,1100,1330,ZSSS,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,67658,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1158,320,.2.4.6.,ZGSD,1100,1330,ZSSS,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,67711,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1158,320,1......,ZGSD,1100,1330,ZSSS,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,67738,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1159,320,1234567,ZSSS,1320,1550,ZGSD,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52408,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1160,320,1234567,ZGSD,1725,2000,ZSSS,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52409,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1161,320,1234567,ZSPD,0650,0910,ZYTL,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52410,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1162,320,1234567,ZYTL,2135,2345,ZSPD,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52411,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1163,320,1234567,ZSPD,1625,1835,ZYTL,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52412,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1164,320,1234567,ZYTL,2235,0045,ZSPD,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52413,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1165,320,.2.....,ZSPD,0815,1010,ZYTL,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52414,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1165,320,1.34567,ZSPD,0815,1010,ZYTL,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,66881,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1166,320,...4...,ZYTL,1100,1305,ZSPD,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,79273,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1166,320,12...6.,ZYTL,1100,1255,ZSPD,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,79276,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1166,320,......7,ZYTL,1100,1300,ZSPD,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52415,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1166,320,..3.5..,ZYTL,1100,1305,ZSPD,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,78672,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1167,320,.2.4.6.,ZSPD,1000,1255,ZYHB,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52417,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1168,320,.2.4.6.,ZYHB,1405,1720,ZSPD,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52418,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1173,320,1234567,ZSPD,0740,1000,ZSDY,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52419,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1174,320,1234567,ZSDY,1050,1250,ZSPD,,,,,,,,,,,0,,国内,0,0331,1026,52420,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1177,320,1234567,ZSSS,1010,1315,ZJSY,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52421,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1178,320,1234567,ZJSY,1410,1715,ZSSS,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52422,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1179,320,...4...,ZSPD,1955,2255,ZYHB,,,,,,,,,,,0,,国内,0,0331,1026,79321,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1179,320,..3.567,ZSPD,2000,2255,ZYHB,,,,,,,,,,,0,,国内,0,0331,1026,79541,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1179,320,12.....,ZSPD,2000,2315,ZYHB,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,66882,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1180,320,1234567,ZYHB,2105,0035,ZSPD,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52424,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1181,320,1234567,ZSPD,0810,1030,ZYTX,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52425,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1182,320,1234567,ZYTX,1120,1355,ZSPD,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52426,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1183,320,...4...,ZSPD,1500,1720,ZYTX,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52427,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1183,320,123.567,ZSPD,1500,1720,ZYTX,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,66908,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1184,320,1234567,ZYTX,1400,1635,ZSPD,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52428,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1185,320,1234567,ZSPD,0815,1055,ZYCC,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52429,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1186,320,1234567,ZYCC,1155,1450,ZSPD,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52430,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1187,320,1234567,ZSPD,1735,1955,ZYTX,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52431,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1188,320,1234567,ZYTX,2045,2330,ZSPD,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52432,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1189,320,..3..6.,ZSPD,0725,1020,ZYCC,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52433,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1190,320,..3..6.,ZYCC,1110,1355,ZSPD,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,52434,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1191,320,.....6.,ZSPD,0730,0955,ZGYY,1050,1245,ZGBH,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,79361,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1191,320,.2.4...,ZSPD,0745,1005,ZGYY,1050,1245,ZGBH,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,79363,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1192,320,.2.4.6.,ZGBH,1335,1530,ZGYY,1615,1800,ZSPD,,,,,,,,0,航路航线审核中；或321/787执行,国内,0,0331,1026,78055,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1193,320,1234567,ZSSS,1800,2025,ZLXY,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,76708,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
HO1194,320,1234567,ZLXY,2130,2345,ZSSS,,,,,,,,,,,0,或321/787执行,国内,0,0331,1026,76707,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
